"region","point_id","supabase_id","point_name","lat","lng","db_environment_status","db_environment_json","normalized_environment_json","terrain","exposure","breakwater_shelter","onshore_wind_sensitivity","east_wind_sensitivity","swell_sensitivity","exposure_direction","point_type","parking","toilet","shower","point_feature","snorkeling_info","warnings","notes"
"고성","e5419e28-6dfe-426b-a323-34f3b90fa738","14","가진해변","38.373191067146","128.509633744093","NULL","null","{""terrain"":""unknown"",""exposure"":""medium"",""breakwaterShelter"":""medium"",""onshoreWindSensitivity"":""medium"",""eastWindSensitivity"":""medium"",""swellSensitivity"":""medium"",""exposureDirection"":""unknown""}","unknown","medium","medium","medium","medium","medium","unknown","","갓길주차","공영화장실","확인 필요","캠핑 취사 가능","","",""
"고성","2771c411-8f60-414c-b92e-2a5f52f74151","52","백섬해상전망대","38.4507935625771","128.467708061273","NULL","null","{""terrain"":""unknown"",""exposure"":""medium"",""breakwaterShelter"":""medium"",""onshoreWindSensitivity"":""medium"",""eastWindSensitivity"":""medium"",""swellSensitivity"":""medium"",""exposureDirection"":""unknown""}","unknown","medium","medium","medium","medium","medium","unknown","","확인 필요","확인 필요","확인 필요","","","",""
"삼척","base_6_삼척","20","갈남항","37.2813158668178","129.324496343151","NULL","null","{""terrain"":""unknown"",""exposure"":""medium"",""breakwaterShelter"":""medium"",""onshoreWindSensitivity"":""medium"",""eastWindSensitivity"":""medium"",""swellSensitivity"":""medium"",""exposureDirection"":""unknown""}","unknown","medium","medium","medium","medium","medium","unknown","","있음","있음","유료","기암괴석과 맑은 바다가 어우러진 삼척의 대표 스노클링 포인트. 암반 사이로 형성된 물길과 다양한 수중지형을 둘러보는 재미가 있으며, 물고기를 관찰하기에도 좋다. 장호항보다 비교적 한적한 분위기가 장점이며, 얕은 구간부터 수심이 있는 구간까지 있어 스노클링을 즐기기 좋다. 바위와 수심 변화가 있으므로 아쿠아슈즈 등 안전장비를 권장하며, 항내 뱃길에는 진입하지 않도록 주의하자.","평상 앞·암반 주변","",""
"삼척","base_9_삼척","23","궁촌항","37.3282260356847","129.269997471375","NULL","null","{""terrain"":""unknown"",""exposure"":""medium"",""breakwaterShelter"":""medium"",""onshoreWindSensitivity"":""medium"",""eastWindSensitivity"":""medium"",""swellSensitivity"":""medium"",""exposureDirection"":""unknown""}","unknown","medium","medium","medium","medium","medium","unknown","","있음","있음","없음","작은 어항을 중심으로 해안과 방파제가 이어지는 포인트. 관광형 스노클링 명소보다는 한적한 동해 어촌의 분위기가 강하며, 바다가 잔잔한 날 주변 해안을 가볍게 탐색하기 좋다","항 주변 접근","",""
"삼척","0e4da948-1248-4c21-a948-528d1144f8e0","55","대진항","37.3494717062655","129.260394257417","NULL","null","{""terrain"":""unknown"",""exposure"":""medium"",""breakwaterShelter"":""medium"",""onshoreWindSensitivity"":""medium"",""eastWindSensitivity"":""medium"",""swellSensitivity"":""medium"",""exposureDirection"":""unknown""}","unknown","medium","medium","medium","medium","medium","unknown","","폐쇠","폐쇠","폐쇠","폐쇠","폐쇠","",""
"삼척","base_1_삼척","15","맹방해수욕장","37.3892440778943","129.236583909239","NULL","null","{""terrain"":""unknown"",""exposure"":""medium"",""breakwaterShelter"":""medium"",""onshoreWindSensitivity"":""medium"",""eastWindSensitivity"":""medium"",""swellSensitivity"":""medium"",""exposureDirection"":""unknown""}","unknown","medium","medium","medium","medium","medium","unknown","","공영주차장","공영화장실","있음","넓고 긴 백사장이 펼쳐진 삼척의 대표 해변. 모래사장에서 바로 입수할 수 있어 접근이 편하고, 바다가 잔잔한 날에는 가볍게 스노클링을 즐기기 좋다. 덕봉산 방향으로 이동하면 모래 위주의 중앙 해변과 달리 바위가 나타나는 구간도 있다. 탁 트인 동해에 직접 노출된 해변이라 파도와 동풍의 영향을 받기 쉬우므로 입수 전 파고와 풍향 확인을 권장한다.","해변 입수형","",""
"삼척","base_5_삼척","19","비화항","37.2152817364663","129.345902046906","NULL","null","{""terrain"":""unknown"",""exposure"":""medium"",""breakwaterShelter"":""medium"",""onshoreWindSensitivity"":""medium"",""eastWindSensitivity"":""medium"",""swellSensitivity"":""medium"",""exposureDirection"":""unknown""}","unknown","medium","medium","medium","medium","medium","unknown","","폐쇄(2026.08.10)","폐쇄(2026.08.10)","폐쇄(2026.08.10)","작은 어항과 동해의 암반 해안이 어우러진 한적한 포인트. 유명 관광지에 비해 비교적 조용한 분위기가 특징이며, 항 주변의 암반지형을 따라 바다를 살펴보기 좋다. 방파제와 암반 주변은 수심 변화가 있을 수 있고 어선이 드나드는 항내에서는 수영이나 스노클링을 피해야 한다. 외해와 연결된 구간은 파도와 너울의 영향을 받을 수 있으므로 입수 전 현장 상황과 바다 컨디션을 반드시 확인하자.","계단 입수·수심 주의","",""
"삼척","base_11_삼척","25","선창해변","37.4263456561431","129.19233564155","NULL","null","{""terrain"":""unknown"",""exposure"":""medium"",""breakwaterShelter"":""medium"",""onshoreWindSensitivity"":""medium"",""eastWindSensitivity"":""medium"",""swellSensitivity"":""medium"",""exposureDirection"":""unknown""}","unknown","medium","medium","medium","medium","medium","unknown","","진입전 공터","없음","없음","규모가 크지 않은 조용한 해변형 포인트. 유명 관광지보다 한적한 분위기가 장점이며, 파도가 잔잔하고 시야가 확보되는 날 가볍게 스노클링하기 좋다.","해변 입수형","",""
"삼척","base_7_삼척","21","신남해변","37.2641682683252","129.327879990431","NULL","null","{""terrain"":""unknown"",""exposure"":""medium"",""breakwaterShelter"":""medium"",""onshoreWindSensitivity"":""medium"",""eastWindSensitivity"":""medium"",""swellSensitivity"":""medium"",""exposureDirection"":""unknown""}","unknown","medium","medium","medium","medium","medium","unknown","","신남항 주차장","공공 화장실","인근 민박 유료","신남항과 해안 암반이 이어지는 작은 해변. 관광객이 집중되는 대형 해수욕장과 달리 어촌 풍경을 함께 즐길 수 있는 포인트로, 잔잔한 날 해안 가까운 구간을 탐색하기 좋다.","모래 해변 + 갯바위 / 우측 철조망 이후 출입금지","","""안전요원 없음"""
"삼척","base_10_삼척","24","오분해변","37.4247633549319","129.192710238674","NULL","null","{""terrain"":""unknown"",""exposure"":""medium"",""breakwaterShelter"":""medium"",""onshoreWindSensitivity"":""medium"",""eastWindSensitivity"":""medium"",""swellSensitivity"":""medium"",""exposureDirection"":""unknown""}","unknown","medium","medium","medium","medium","medium","unknown","","갓길 협소","없음","없음","작은 만과 암반지형이 어우러진 아담한 스노클링 포인트. 양쪽 암반이 감싸는 포켓비치 형태로, 모래와 자갈이 섞인 해변에서 비교적 편하게 입수할 수 있다. 해안 주변의 바위와 암반 사이를 둘러보는 재미가 있으며, 바다가 잔잔한 날에는 맑은 동해의 물빛을 즐기기 좋다. 정식 해수욕장으로 운영되는 곳이 아니므로 안전요원이 없을 수 있으며, 파도와 너울이 있는 날에는 입수를 피하는 것이 좋다.","해변 입수·양쪽 암반","",""
"삼척","base_4_삼척","18","용화해변","37.2899788964184","129.306761053814","NULL","null","{""terrain"":""unknown"",""exposure"":""medium"",""breakwaterShelter"":""medium"",""onshoreWindSensitivity"":""medium"",""eastWindSensitivity"":""medium"",""swellSensitivity"":""medium"",""exposureDirection"":""unknown""}","unknown","medium","medium","medium","medium","medium","unknown","","공영주차장","공영화장실","있음","에메랄드빛 바다와 암반지형이 어우러진 삼척의 스노클링 명소. 모래해변에서 편하게 입수할 수 있으며, 해변 가장자리 암반 주변에서는 수중 바위와 해초 등을 관찰하며 스노클링을 즐기기 좋다. 장호항보다 비교적 여유로운 분위기가 매력이며, 바다가 잔잔한 날에는 투명한 동해의 물빛을 제대로 즐길 수 있다. 외해의 파도와 바람 영향을 받을 수 있어 입수 전 파고와 풍향 확인을 권장한다.","해변 또는 방파제 방향","",""
"삼척","base_2_삼척","16","원평해수욕장","37.3171931739094","129.276664180598","NULL","null","{""terrain"":""unknown"",""exposure"":""medium"",""breakwaterShelter"":""medium"",""onshoreWindSensitivity"":""medium"",""eastWindSensitivity"":""medium"",""swellSensitivity"":""medium"",""exposureDirection"":""unknown""}","unknown","medium","medium","medium","medium","medium","unknown","","있음","있음","있음","한적한 분위기와 길게 펼쳐진 백사장이 매력적인 해변. 고운 모래사장에서 바로 바다로 진입할 수 있어 입수가 편하며, 해변 뒤편의 울창한 소나무 숲과 함께 여유롭게 바다를 즐기기 좋다. 외해에 바로 노출된 모래해변 특성상 파도와 동풍이 강한 날에는 시야가 떨어질 수 있어 입수 전 바다 컨디션 확인이 중요하다.","해변 입수형","",""
"삼척","base_3_삼척","17","장호항","37.2890001092673","129.317490175579","NULL","null","{""terrain"":""unknown"",""exposure"":""medium"",""breakwaterShelter"":""medium"",""onshoreWindSensitivity"":""medium"",""eastWindSensitivity"":""medium"",""swellSensitivity"":""medium"",""exposureDirection"":""unknown""}","unknown","medium","medium","medium","medium","medium","unknown","","있음","있음","유료","기암괴석 사이로 맑은 바다가 펼쳐지는 삼척의 대표 스노클링 명소. 암반이 둘러싼 구간은 외해보다 비교적 잔잔하고, 수중의 돌과 해초, 작은 물고기를 관찰하기 좋다. 특히 둔대암 주변과 맨발체험장 앞쪽이 잘 알려진 스노클링 포인트다. 여름철에는 이용객이 많은 편이므로 한적하게 즐기려면 이른 시간 방문을 추천한다. 당일 파도와 바람에 따라 수중 시야와 입수 여건이 달라질 수 있으니 컨디션 확인은 필수.","암반 사이 및 항내 입수","",""
"삼척","base_8_삼척","22","초곡항·문암해변","37.3098619433545","129.290867582479","NULL","null","{""terrain"":""unknown"",""exposure"":""medium"",""breakwaterShelter"":""medium"",""onshoreWindSensitivity"":""medium"",""eastWindSensitivity"":""medium"",""swellSensitivity"":""medium"",""exposureDirection"":""unknown""}","unknown","medium","medium","medium","medium","medium","unknown","","있음","있음","있음","암반지형 + 맑은 물 + 비교적 얕은 수심이 특징인 스노클링 포인트. 특히 초곡항을 바라봤을 때 좌측 구역이 스노클링 포인트로 알려져 있고, 반대편에는 초곡용굴촛대바위길이 있어 경관도 좋은 편","해변 입수 후 암반 방향","",""
"삼척","89c0011b-f49f-48c8-b09d-f2dc326dfe3e","53","패밀리아팬션 앞","37.2819709213581","129.321242879537","NULL","null","{""terrain"":""unknown"",""exposure"":""medium"",""breakwaterShelter"":""medium"",""onshoreWindSensitivity"":""medium"",""eastWindSensitivity"":""medium"",""swellSensitivity"":""medium"",""exposureDirection"":""unknown""}","unknown","medium","medium","medium","medium","medium","unknown","","정자 쪽 공간 주차","없음","없음","패밀리아 패션앞 게단 사용 이동","","",""
"영덕","base_12_영덕","37","BTS 밥대술 민박","36.4889677532808","129.444682558071","NULL","null","{""terrain"":""unknown"",""exposure"":""medium"",""breakwaterShelter"":""medium"",""onshoreWindSensitivity"":""medium"",""eastWindSensitivity"":""medium"",""swellSensitivity"":""medium"",""exposureDirection"":""unknown""}","unknown","medium","medium","medium","medium","medium","unknown","","있음, 협소","진입로 초입","민박 유료","민박집 아래 작은 항구·방파제. 아는 사람만 찾는 포인트","","",""
"영덕","base_11_영덕","36","경정해수욕장","36.4792480987331","129.433718996956","NULL","null","{""terrain"":""unknown"",""exposure"":""medium"",""breakwaterShelter"":""medium"",""onshoreWindSensitivity"":""medium"",""eastWindSensitivity"":""medium"",""swellSensitivity"":""medium"",""exposureDirection"":""unknown""}","unknown","medium","medium","medium","medium","medium","unknown","","갓길","경정해수욕장","시즌 유료","경정해수욕장 옆 포인트","","",""
"영덕","base_1_영덕","26","구계항 방파제","36.3172112701148","129.379594590941","NULL","null","{""terrain"":""unknown"",""exposure"":""medium"",""breakwaterShelter"":""medium"",""onshoreWindSensitivity"":""medium"",""eastWindSensitivity"":""medium"",""swellSensitivity"":""medium"",""exposureDirection"":""unknown""}","unknown","medium","medium","medium","medium","medium","unknown","","방파제 인근 공터 이용","공공 화장실","없음","현지인이 오래전부터 찾던 포인트. 방파제 안쪽 물이 잔잔하고 맑은 편","","",""
"영덕","base_6_영덕","31","대부방파제","36.3997932796626","129.420643515254","NULL","null","{""terrain"":""unknown"",""exposure"":""medium"",""breakwaterShelter"":""medium"",""onshoreWindSensitivity"":""medium"",""eastWindSensitivity"":""medium"",""swellSensitivity"":""medium"",""exposureDirection"":""unknown""}","unknown","medium","medium","medium","medium","medium","unknown","","공영주차장","공영화장실","인근 하저해수욕장  사용","계단식 / 그늘막 필수","","",""
"영덕","base_14_영덕","39","대진스쿠버 앞","36.5636235083139","129.430291997022","NULL","null","{""terrain"":""unknown"",""exposure"":""medium"",""breakwaterShelter"":""medium"",""onshoreWindSensitivity"":""medium"",""eastWindSensitivity"":""medium"",""swellSensitivity"":""medium"",""exposureDirection"":""unknown""}","unknown","medium","medium","medium","medium","medium","unknown","","공영주차장","공영화장실","확인 필요","포인트 1·2 두 구역. 물이 맑고 다양한 해양생물 관찰 가능 내려가는 길 경사 주의","","",""
"영덕","base_5_영덕","30","대탄방파제","36.4321323663723","129.435026781348","NULL","null","{""terrain"":""unknown"",""exposure"":""medium"",""breakwaterShelter"":""medium"",""onshoreWindSensitivity"":""medium"",""eastWindSensitivity"":""medium"",""swellSensitivity"":""medium"",""exposureDirection"":""unknown""}","unknown","medium","medium","medium","medium","medium","unknown","","공영주차장","공영화장실","메롱골 민박 ( 유료)","성수기 매우혼잡 / 일찍 도착 권장","","",""
"영덕","base_4_영덕","29","대탄해변","36.4371709632081","129.433362666985","NULL","null","{""terrain"":""unknown"",""exposure"":""medium"",""breakwaterShelter"":""medium"",""onshoreWindSensitivity"":""medium"",""eastWindSensitivity"":""medium"",""swellSensitivity"":""medium"",""exposureDirection"":""unknown""}","unknown","medium","medium","medium","medium","medium","unknown","","공영주차장","공영화장실","인근민박 (유료)","","","",""
"영덕","base_10_영덕","35","덕신민박 앞","36.5385886460894","129.439479043291","NULL","null","{""terrain"":""unknown"",""exposure"":""medium"",""breakwaterShelter"":""medium"",""onshoreWindSensitivity"":""medium"",""eastWindSensitivity"":""medium"",""swellSensitivity"":""medium"",""exposureDirection"":""unknown""}","unknown","medium","medium","medium","medium","medium","unknown","","민박 앞 공터","없음","없음","숨은 포인트. 시야가 맑고 다양한 해양생물 관찰","","",""
"영덕","base_13_영덕","38","바다마루민박 ( 오메 방파제)","36.4734609469429","129.434208640744","NULL","null","{""terrain"":""unknown"",""exposure"":""medium"",""breakwaterShelter"":""medium"",""onshoreWindSensitivity"":""medium"",""eastWindSensitivity"":""medium"",""swellSensitivity"":""medium"",""exposureDirection"":""unknown""}","unknown","medium","medium","medium","medium","medium","unknown","","방파제 주자창","공영화장실","없음","바위 사이 구간이 포인트. 바위로 둘러싸여 파도가 잔잔한 편","","",""
"영덕","base_15_영덕","40","사진리 151","36.5453167687301","129.439341640324","NULL","null","{""terrain"":""unknown"",""exposure"":""medium"",""breakwaterShelter"":""medium"",""onshoreWindSensitivity"":""medium"",""eastWindSensitivity"":""medium"",""swellSensitivity"":""medium"",""exposureDirection"":""unknown""}","unknown","medium","medium","medium","medium","medium","unknown","","갓길주차","없음","없음","많이 알려지지 않아 조용하게 이용 가능","","",""
"영덕","base_7_영덕","32","석동방파제","36.466398866893","129.437130355974","NULL","null","{""terrain"":""unknown"",""exposure"":""medium"",""breakwaterShelter"":""medium"",""onshoreWindSensitivity"":""medium"",""eastWindSensitivity"":""medium"",""swellSensitivity"":""medium"",""exposureDirection"":""unknown""}","unknown","medium","medium","medium","medium","medium","unknown","","화재복구 지역 출입 자제","화재복구 지역 출입 자제","화재복구 지역 출입 자제","화재복구 지역 출입 자제","화재복구 지역 출입 자제","",""
"영덕","a6dd31a4-3f8a-4759-b518-24729722c1e8","41","씨포트리조트 비밀해변","36.5006777677263","129.445873823156","NULL","null","{""terrain"":""unknown"",""exposure"":""medium"",""breakwaterShelter"":""medium"",""onshoreWindSensitivity"":""medium"",""eastWindSensitivity"":""medium"",""swellSensitivity"":""medium"",""exposureDirection"":""unknown""}","unknown","medium","medium","medium","medium","medium","unknown","","씨포트리조트인근","없음","없음","","","",""
"영덕","base_2_영덕","27","오보해수욕장","36.4407873360234","129.433072835439","NULL","null","{""terrain"":""unknown"",""exposure"":""medium"",""breakwaterShelter"":""medium"",""onshoreWindSensitivity"":""medium"",""eastWindSensitivity"":""medium"",""swellSensitivity"":""medium"",""exposureDirection"":""unknown""}","unknown","medium","medium","medium","medium","medium","unknown","","공영주차장","공영화장실","샤워실( 유료)","사람이 많지 않은 간이해수욕장. 조용하게 물놀이하기 좋고 갯바위 낚시 포인트도 있음","","",""
"영덕","base_3_영덕","28","창포리 해맞이공원","36.4111968859923","129.430062071215","NULL","null","{""terrain"":""unknown"",""exposure"":""medium"",""breakwaterShelter"":""medium"",""onshoreWindSensitivity"":""medium"",""eastWindSensitivity"":""medium"",""swellSensitivity"":""medium"",""exposureDirection"":""unknown""}","unknown","medium","medium","medium","medium","medium","unknown","","공영주차장","공중화장실","없음","현지 제보 기반 숨은 포인트. 시야가 맑고 물고기가 많으며 소라·해삼·성게 등을 볼 수 있다고 소개","","",""
"영덕","base_8_영덕","33","축산항 인근","36.5122826188956","129.444284644974","NULL","null","{""terrain"":""unknown"",""exposure"":""medium"",""breakwaterShelter"":""medium"",""onshoreWindSensitivity"":""medium"",""eastWindSensitivity"":""medium"",""swellSensitivity"":""medium"",""exposureDirection"":""unknown""}","unknown","medium","medium","medium","medium","medium","unknown","","매우협소","없음","없음","현지인이 오래전부터 이용. 맑은 물에서 다양한 물고기를 볼 수 있음","인근 도로 주차 후  도보 로 블루로드 산책길 로 접근","",""
"영덕","base_9_영덕","34","해양체험관 아래","36.4171724556126","129.431271061844","NULL","null","{""terrain"":""unknown"",""exposure"":""medium"",""breakwaterShelter"":""medium"",""onshoreWindSensitivity"":""medium"",""eastWindSensitivity"":""medium"",""swellSensitivity"":""medium"",""exposureDirection"":""unknown""}","unknown","medium","medium","medium","medium","medium","unknown","","센터 주차장 이용","공영화장실","확인 필요","작은 방파제가 있으며 방문객이 많지 않아 한적함","","",""
"울진","base_1_울진","42","구산해수욕장","36.7531031887748","129.468877994265","NULL","null","{""terrain"":""unknown"",""exposure"":""medium"",""breakwaterShelter"":""medium"",""onshoreWindSensitivity"":""medium"",""eastWindSensitivity"":""medium"",""swellSensitivity"":""medium"",""exposureDirection"":""unknown""}","unknown","medium","medium","medium","medium","medium","unknown","","있음","있음","있음","수심이 얕고 물이 맑으며 해변 주변에 소나무숲이 있는 해수욕장","스노클링을 처음 하는 사람에게 적합한 곳","",""
"울진","ce8960ae-c00f-46ff-93a8-2f7b7793f89c","58","나곡1리 어촌체험마을","37.1139189238989","129.376369458778","complete","{""terrain"":""unknown"",""exposure"":""medium"",""swellSensitivity"":""medium"",""breakwaterShelter"":""medium"",""exposureDirection"":""unknown"",""eastWindSensitivity"":""medium"",""onshoreWindSensitivity"":""medium""}","{""terrain"":""unknown"",""exposure"":""medium"",""breakwaterShelter"":""medium"",""onshoreWindSensitivity"":""medium"",""eastWindSensitivity"":""medium"",""swellSensitivity"":""medium"",""exposureDirection"":""unknown""}","unknown","medium","medium","medium","medium","medium","unknown","","있음","있음","있음","","","",""
"울진","base_10_울진","51","나곡해수욕장","37.1265253793637","129.372203080804","NULL","null","{""terrain"":""unknown"",""exposure"":""medium"",""breakwaterShelter"":""medium"",""onshoreWindSensitivity"":""medium"",""eastWindSensitivity"":""medium"",""swellSensitivity"":""medium"",""exposureDirection"":""unknown""}","unknown","medium","medium","medium","medium","medium","unknown","","있음","있음","","약 300m 길이의 해변과 크고 작은 갯바위가 있는 곳","스노클링과 서핑이 가능하며 나곡천이 바다로 들어가는 지점 주변 갯바위에서 물고기를 관찰하기 좋은 곳","",""
"울진","base_3_울진","44","대나리방파제","37.0047793592251","129.417851029511","NULL","null","{""terrain"":""unknown"",""exposure"":""medium"",""breakwaterShelter"":""medium"",""onshoreWindSensitivity"":""medium"",""eastWindSensitivity"":""medium"",""swellSensitivity"":""medium"",""exposureDirection"":""unknown""}","unknown","medium","medium","medium","medium","medium","unknown","","방파제인근 갓길","없음","없음","한적한 포인트 / 바위 모래 수초 조합 좋음","","",""
"울진","base_4_울진","45","망양정해수욕장","36.9690135790861","129.413559651719","NULL","null","{""terrain"":""unknown"",""exposure"":""medium"",""breakwaterShelter"":""medium"",""onshoreWindSensitivity"":""medium"",""eastWindSensitivity"":""medium"",""swellSensitivity"":""medium"",""exposureDirection"":""unknown""}","unknown","medium","medium","medium","medium","medium","unknown","","있음","있음","있음","수심이 얕고 비교적 수온이 높은 편인 해변","남녀노소 편하게 들어갈 수 있는 곳","",""
"울진","base_6_울진","47","망양휴게소 포인트","36.8740538160233","129.421701577356","NULL","null","{""terrain"":""unknown"",""exposure"":""medium"",""breakwaterShelter"":""medium"",""onshoreWindSensitivity"":""medium"",""eastWindSensitivity"":""medium"",""swellSensitivity"":""medium"",""exposureDirection"":""unknown""}","unknown","medium","medium","medium","medium","medium","unknown","","망양휴게소 주차장 이용","망양휴게소 화장실 이용","없음","이름 있는 해변이 아닌 숨은 해안 포인트","물고기가 많은 포인트로 알려진 곳","",""
